old_url,type,title,summary,body,publication_date,URN,attachment_1,attachment_1_title,attachment_2,attachment_2_title,attachment_3,attachment_3_title,attachment_4,attachment_4_title,attachment_5,attachment_5_title,attachment_6,attachment_6_title,attachment_7,attachment_7_title,attachment_8,attachment_8_title,attachment_9,attachment_9_title,associated_organisations,contact_info,i
http://www.dft.gov.uk/foi/dsa-ia001861,FOI,Number of people who have taken over 15 attempts at car practical and theory tests,The number of people in Great Britain that have taken their car practical and theory tests more than 15 times between 9 March 2007 and 8 March 2012.,"## Summary

The number of people in Great Britain that have taken their car practical and theory tests more than 15 times between 9 March 2007 and 8 March 2012. Broken down by the number of attempts taken by each candidate, their gender and where they took their last test.

## Download FOI response

  * [ The number of people in Great Britain that have taken their car practical and theory tests more than 15 times between 9 March 2007 and 8 March 2012. Broken down by the number of attempts taken by each candidate, their gender and where they took their last test. (PDF, 17K)](http://assets.dft.gov.uk/foi/dsa-ia0018612/dsa-ia0018612a.pdf)
  * [ The number of people in Great Britain that have taken their car theory test more than 15 times between 9 March 2007 and 8 March 2012 (XLS, 109K)](http://assets.dft.gov.uk/foi/dsa-ia0018612/dsa-ia00186b.xls)
  * [The number of people in Great Britain that have taken their car theory test more than 15 times between 9 March 2007 and 8 March 2012 (XLS, 93K)](http://assets.dft.gov.uk/foi/dsa-ia0018612/dsa-ia00186c.xls)
  * [Freedom of Information Act - section 40 (PDF, 20K)](http://assets.dft.gov.uk/foi/dsa-ia0018612/dsa-ia00186d.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 15 October 2012, ia0018612,http://assets.dft.gov.uk/foi/dsa-ia0018612/dsa-ia0018612a.pdf," The number of people in Great Britain that have taken their car practical and theory tests more than 15 times between 9 March 2007 and 8 March 2012.  Broken down by the number of attempts taken by each candidate, their gender and where they took their last test. (PDF, 17K)",http://assets.dft.gov.uk/foi/dsa-ia0018612/dsa-ia00186b.xls," The number of people in Great Britain that have taken their car theory test more than 15 times between 9 March 2007 and 8 March 2012 (XLS, 109K)",http://assets.dft.gov.uk/foi/dsa-ia0018612/dsa-ia00186c.xls,"The number of people in Great Britain that have taken their car theory test more than 15 times between 9 March 2007 and 8 March 2012 (XLS, 93K)",http://assets.dft.gov.uk/foi/dsa-ia0018612/dsa-ia00186d.pdf,"Freedom of Information Act – section 40 (PDF, 20K)",,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",104
http://www.dft.gov.uk/foi/dsa-ia001891,FOI,Car practical tests taken by 17 to 25 year olds in Northern England,"The number of people passing their car practical test aged 17 to 25 at Barrow-in-Furness, Carlisle, Kendal and Workington in 2011.
","## Summary

The number of people passing their car practical test aged 17 to 25 at Barrow-in-Furness, Carlisle, Kendal and Workington in 2011.

## Download FOI response

  * [The number of people passing their car practical test aged 17 to 25 at Barrow-in-Furness, Carlisle, Kendal and Workington in 2011. (PDF, 11K)](http://assets.dft.gov.uk/foi/dsa-ia0018912/dsa-ia0018912a.pdf)
  * [Table showing number of people passing their car practical test at Barrow-in-Furness, Carlisle, Kendal and Workington by age. (PDF, 7K)](http://assets.dft.gov.uk/foi/dsa-ia0018912/dsa-ia0018912b.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 15 October 2012, ia0018912,http://assets.dft.gov.uk/foi/dsa-ia0018912/dsa-ia0018912a.pdf,"The number of people passing their car practical test aged 17 to 25 at Barrow-in-Furness, Carlisle, Kendal and Workington in 2011. (PDF, 11K)",http://assets.dft.gov.uk/foi/dsa-ia0018912/dsa-ia0018912b.pdf,"Table showing number of people passing their car practical test at Barrow-in-Furness, Carlisle, Kendal and Workington by age. (PDF, 7K)",,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",105
http://www.dft.gov.uk/foi/dsa-ia0020012,FOI,Practical and theory tests conducted with voiceovers or translators,Practical and theory tests conducted with voiceovers or translators from 2006/7 to 2010/11.,"## Summary

1. The number of practical tests conducted with an interpreter in 2006/07, 2007/08, 2008/09, 2009/10 and 2010/11.  
2. The number of theory tests conducted with a voiceover or translator in 2006/07, 2007/08, 2008/09, 2009/10 and 2010/11.  
3. The amount of money spent on voiceovers/translators by DSA relating to theory and practical tests in 2006/07, 2007/08, 2008/09, 2009/10 and 2010/11.  
4. If possible, a breakdown of the most popular languages requested for the theory test in 2006/07, 2007/08, 2008/09, 2009/10 and 2010/11.  
5. A breakdown of the top five test centres that had the greatest number of theory tests conducted with a translator in 2006/07, 2007/08, 2008/09, 2009/10 and 2010/11.  
6. A breakdown of the top five test centres that had the greatest number of practical tests conducted with an interpreter in 2006/07, 2007/08, 2008/09, 2009/10 and 2010/11.

## Download  
FOI response

  * [Practical and theory tests conducted with voiceovers or translators (PDF, 20K)](http://assets.dft.gov.uk/foi/dsa-ia0020012/dsa-ia0020012a.pdf)
  * [Top five most frequently used voiceovers at the theory test in each financial year from 2006/7 to 2010/11. (PDF, 7K)](http://assets.dft.gov.uk/foi/dsa-ia0020012/dsa-ia0020012b.pdf)
  * [Top five theory test centres that had the greatest number of tests conducted with a translator in each of the financial years from 2006/7 to 2010/11. (PDF, 7K)](http://assets.dft.gov.uk/foi/dsa-ia0020012/dsa-ia0020012c.pdf)
  * [Top five practical test centres that had the greatest number of practical tests conducted with an interpreter in each of the financial years from 2006/7 to 2010/11. (PDF, 8K)](http://assets.dft.gov.uk/foi/dsa-ia0020012/dsa-ia0020012d.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 15 October 2012, ia0020012,http://assets.dft.gov.uk/foi/dsa-ia0020012/dsa-ia0020012a.pdf,"Practical and theory tests conducted with voiceovers or translators (PDF, 20K)",http://assets.dft.gov.uk/foi/dsa-ia0020012/dsa-ia0020012b.pdf,"Top five most frequently used voiceovers at the theory test in each financial year from 2006/7 to 2010/11. (PDF, 7K)",http://assets.dft.gov.uk/foi/dsa-ia0020012/dsa-ia0020012c.pdf,"Top five theory test centres that had the greatest number of tests conducted with a translator in each of the financial years from 2006/7 to 2010/11. (PDF, 7K)",http://assets.dft.gov.uk/foi/dsa-ia0020012/dsa-ia0020012d.pdf,"Top five practical test centres that had the greatest number of practical tests conducted with an interpreter in each of the financial years from 2006/7 to 2010/11. (PDF, 8K)",,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",106
http://www.dft.gov.uk/foi/dsa-ia0020312,FOI,Module one and module two bike tests by category,"The number of module one and module two bike tests conducted, passed and failed for categories A, A1 and A2 in 2011.
","## Summary

The number of module one and module two bike tests conducted, passed and failed for categories A, A1 and A2 in 2011.

## Download FOI response

  * [The number of motorcycle practical tests conducted, passed and failed in 2011 broken down by category and age. (PDF, 17K)](http://assets.dft.gov.uk/foi/dsa-ia0020312/dsa-ia0020312a.pdf)
  * [Table showing the number of motorcycle practical tests conducted, passed and failed in 2011 broken down by category and age. (PDF, 9K)](http://assets.dft.gov.uk/foi/dsa-ia0020312/dsa-ia0020312b.pdf)
  * [Freedom of Information Act - section 40 (PDF, 20K)](http://assets.dft.gov.uk/foi/dsa-ia0020312/dsa-ia0020312c.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 15 October 2012, ia0020312,http://assets.dft.gov.uk/foi/dsa-ia0020312/dsa-ia0020312a.pdf,"The number of motorcycle practical tests conducted, passed and failed in 2011 broken down by category and age. (PDF, 17K)",http://assets.dft.gov.uk/foi/dsa-ia0020312/dsa-ia0020312b.pdf,"Table showing the number of motorcycle practical tests conducted, passed and failed in 2011 broken down by category and age. (PDF, 9K)",http://assets.dft.gov.uk/foi/dsa-ia0020312/dsa-ia0020312c.pdf,"Freedom of Information Act – section 40 (PDF, 20K)",,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",107
http://www.dft.gov.uk/foi/dsa-ia0021312,FOI,Car practical and Theory tests conducted in Norfolk between 2006/07 and 2010/11,"The number of car theory and practical tests conducted at King's Lynn, Lowestoft and Norwich in 2006/7, 2007/8, 2008/9, 2009/10 and 2010/11.","## Summary

The number of car theory and practical tests conducted at King's Lynn, Lowestoft and Norwich in 2006/7, 2007/8, 2008/9, 2009/10 and 2010/11 broken down by gender, and the number of candidates who passed on their first attempt.

## Download FOI response

  * [The number of car theory and practical tests conducted at King's Lynn, Lowestoft and Norwich in 2006/7, 2007/8, 2008/9, 2009/10 and 2010/11 broken down by gender, and the number of candidates who passed on their first attempt. (PDF, 18K)](http://assets.dft.gov.uk/foi/dsa-ia0021312/dsa-ia0021312a.pdf)
  * [Freedom of Information Act - section 21 (PDF, 11K)](http://assets.dft.gov.uk/foi/dsa-ia0021312/dsa-ia0021312b.pdf)
  * [Number of car theory tests conducted and passed broken down by gender at King's Lynn, Lowestoft and Norwich. (PDF, 7K)](http://assets.dft.gov.uk/foi/dsa-ia0021312/dsa-ia0021312c.pdf)
  * [Number of car theory tests passed at the first attempt at King's Lynn, Lowestoft and Norwich. (PDF, 7K)](http://assets.dft.gov.uk/foi/dsa-ia0021312/dsa-ia0021312d.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 17 October 2012, ia0021312,http://assets.dft.gov.uk/foi/dsa-ia0021312/dsa-ia0021312a.pdf,"The number of car theory and practical tests conducted at King’s Lynn, Lowestoft and Norwich in 2006/7, 2007/8, 2008/9, 2009/10 and 2010/11 broken down by gender, and the number of candidates who passed on their first attempt. (PDF, 18K)",http://assets.dft.gov.uk/foi/dsa-ia0021312/dsa-ia0021312b.pdf,"Freedom of Information Act – section 21 (PDF, 11K)",http://assets.dft.gov.uk/foi/dsa-ia0021312/dsa-ia0021312c.pdf,"Number of car theory tests conducted and passed broken down by gender at King’s Lynn, Lowestoft and Norwich. (PDF, 7K)",http://assets.dft.gov.uk/foi/dsa-ia0021312/dsa-ia0021312d.pdf,"Number of car theory tests passed at the first attempt at King’s Lynn, Lowestoft and Norwich. (PDF, 7K)",,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",108
http://www.dft.gov.uk/foi/dsa-ia002231,FOI,Car practical test cancellations and complaints,"The number of car practical tests in 2011 where the candidate failed to attend,  late cancellation by candidate/school or the candidate was late for test.","The number of car practical tests in 2011 where the candidate failed to attend, there was a late cancellation by candidate/school or the candidate was late arriving for test.  
The number of complaints received between 1 January to 31 March 2011 broken down by booking errors and improve booking procedures.

## Download FOI response

  * [The number of car practical tests in 2011 where the candidate failed to attend, late cancellation by candidate/school or the candidate was late for test. (PDF, 20K)](http://assets.dft.gov.uk/foi/dsa-ia0022312/dsa-ia0022312a.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 17 October 2012, ia0022312,http://assets.dft.gov.uk/foi/dsa-ia0022312/dsa-ia0022312a.pdf,"The number of car practical tests in 2011 where the candidate failed to attend,  late cancellation by candidate/school or the candidate was late for test. (PDF, 20K)",,,,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",109
http://www.dft.gov.uk/foi/dsa-ia003211,FOI,Car practical and theory tests conducted at Northampton with a interpreter or voiceover,"The number of car practical and theory tests conducted at Northampton with a interpreter or voiceover and which lanuages they were translated into to. 
","## Summary

The number of car practical and theory tests conducted at Northampton with a interpreter or voiceover and which lanuages they were translated into to. 

## Download FOI response

  * [The number of car practical and theory tests conducted at Northampton with a interpreter or voiceover and which lanuages they were translated into to. (PDF, 20K)](http://assets.dft.gov.uk/foi/dsa-ia0032112/dsa-ia0032112a.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 17 October 2012, ia0032112,http://assets.dft.gov.uk/foi/dsa-ia0032112/dsa-ia0032112a.pdf,"The number of car practical and theory tests conducted at Northampton with a interpreter or voiceover and which lanuages they were translated into to. (PDF, 20K)",,,,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",110
http://www.dft.gov.uk/foi/dsa-ia003212,FOI,Compensation payments due to accidents at work,The amount DSA has paid out in compensation as a result of accidents at work from 1 May 2011 to 30 April 2012. ,"## Summary

The amount DSA has paid out in compensation as a result of accidents at work from 1 May 2011 to 30 April 2012. 

## Download FOI response

  * [The amount DSA has paid out in compensation as a result of accidents at work from 1 May 2011 to 30 April 2012. (PDF, 17K)](http://assets.dft.gov.uk/foi/dsa-ia0032312/dsa-ia0032312a.pdf)
  * [Freedom of Information Act - section 40 (PDF, 20K)](http://assets.dft.gov.uk/foi/dsa-ia0032312/dsa-ia0032312b.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 17 October 2012, ia0032312,http://assets.dft.gov.uk/foi/dsa-ia0032312/dsa-ia0032312a.pdf,"The amount DSA has paid out in compensation as a result of accidents at work from 1 May 2011 to 30 April 2012. (PDF, 17K)",http://assets.dft.gov.uk/foi/dsa-ia0032312/dsa-ia0032312b.pdf,"Freedom of Information Act – section 40 (PDF, 20K)",,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",111
http://www.dft.gov.uk/foi/dsa-ia003281,FOI,Top 10 driving test centres that have conducted the greatest number of tests with an interpreter,"The top 10 DTCs that conducted the greatest number of car practical tests with an interpreter in 2011/12.
","## Summary

The top 10 DTCs that conducted the greatest number of car practical tests with an interpreter in 2011/12.

## Download FOI response

  * [The top 10 DTCs that conducted the greatest number of car practical tests with an interpreter in 2011/12. (PDF, 17K)](http://assets.dft.gov.uk/foi/dsa-ia0032812/dsa-ia0032812a.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 17 October 2012, ia0032812,http://assets.dft.gov.uk/foi/dsa-ia0032812/dsa-ia0032812a.pdf,"The top 10 DTCs that conducted the greatest number of car practical tests with an interpreter in 2011/12. (PDF, 17K)",,,,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",112
http://www.dft.gov.uk/foi/dsa-ia003291,FOI,Car practical tests conducted at Cheltenham,"The number of car practical tests conducted, passed and those passed at the first attempt nationwide and at Cheltenham.
","## Summary

The number of car practical tests conducted, passed and those passed at the first attempt nationwide and at Cheltenham.

## Download FOI response

  * [The number of car practical tests conducted, passed and those passed at the first attempt nationwide and at Cheltenham. (PDF, 16K)](http://assets.dft.gov.uk/foi/dsa-ia0032912/dsa-ia0032912a.pdf)
  * [Freedom of Information Act - section 21 (PDF, 11K)](http://assets.dft.gov.uk/foi/dsa-ia0032912/dsa-ia0032912b.pdf)
  * [Freedom of Information Act - section 44 (PDF, 15K)](http://assets.dft.gov.uk/foi/dsa-ia0032912/dsa-ia0032912c.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 17 October 2012, ia0032912,http://assets.dft.gov.uk/foi/dsa-ia0032912/dsa-ia0032912a.pdf,"The number of car practical tests conducted, passed and those passed at the first attempt nationwide and at Cheltenham. (PDF, 16K)",http://assets.dft.gov.uk/foi/dsa-ia0032912/dsa-ia0032912b.pdf,"Freedom of Information Act – section 21 (PDF, 11K)",http://assets.dft.gov.uk/foi/dsa-ia0032912/dsa-ia0032912c.pdf,"Freedom of Information Act – section 44 (PDF, 15K)",,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",113
http://www.dft.gov.uk/foi/dsa-ia003301,FOI,Complaints received about the hazard perception test,The number of complaints received about the hazard perception (HPT) segment of the theory test for car and motorcycle drivers. ,"## Summary

The number of complaints received about the hazard perception (HPT) segment of the theory test for car and motorcycle drivers.

## Download FOI response

  * [The number of complaints received about the hazard perception (HPT) segment of the theory test for car and motorcycle drivers. (PDF, 17K)](http://assets.dft.gov.uk/foi/dsa-ia0033012/dsa-ia0033012a.pdf)
  * [Freedom of Information Act - section 12 (PDF, 11K)](http://assets.dft.gov.uk/foi/dsa-ia0033012/dsa-ia0033012b.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 17 October 2012, ia0033012,http://assets.dft.gov.uk/foi/dsa-ia0033012/dsa-ia0033012a.pdf,"The number of complaints received about the hazard perception (HPT) segment of the theory test for car and motorcycle drivers. (PDF, 17K)",http://assets.dft.gov.uk/foi/dsa-ia0033012/dsa-ia0033012b.pdf,"Freedom of Information Act – section 12 (PDF, 11K)",,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",114
http://www.dft.gov.uk/foi/dsa-ia0033212,FOI,Large good vehicle and trailer tests conducted and passed,"The number of Large good vehicle and trailer tests conducted and passed in 2011 and between January and March 2012.
","## Summary

The number of Large good vehicle and trailer tests conducted and passed in 2011 and between January and March 2012.

## Download FOI response

  * [The number of Large good vehicle and trailer tests conducted and passed in 2011 and between January and March 2012. (PDF, 15K)](http://assets.dft.gov.uk/foi/dsa-ia0033212/dsa-ia0033212a.pdf)
  * [Freedom of Information Act - section 44 (PDF, 8K)](http://assets.dft.gov.uk/foi/dsa-ia0033212/dsa-ia0033212b.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 17 October 2012, ia0033212,http://assets.dft.gov.uk/foi/dsa-ia0033212/dsa-ia0033212a.pdf,"The number of Large good vehicle and trailer tests conducted and passed in 2011 and between January and March 2012. (PDF, 15K)",http://assets.dft.gov.uk/foi/dsa-ia0033212/dsa-ia0033212b.pdf,"Freedom of Information Act – section 44 (PDF, 8K)",,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",115
http://www.dft.gov.uk/foi/dsa-ia003401,FOI,Approved training body bookings at Perth,"Approved training body (ATB) bookings at Perth LGV driving test centre and ATB booking procedures.
","## Summary

Approved training body (ATB) bookings at Perth LGV driving test centre and ATB booking procedures.

## Download FOI response

  * [Approved training body (ATB) bookings at Perth LGV driving test centre and ATB booking procedures. (PDF, 12K)](http://assets.dft.gov.uk/foi/dsa-ia0034012/dsa-ia0034012a.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 17 October 2012, ia0034012,http://assets.dft.gov.uk/foi/dsa-ia0034012/dsa-ia0034012a.pdf,"Approved training body (ATB) bookings at Perth LGV driving test centre and ATB booking procedures. (PDF, 12K)",,,,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",116
http://www.dft.gov.uk/foi/dsa-ia003431,FOI,Car hazard perception tests conducted and passed by attempt in 2011/12,"The number of car hazard perception tests conducted and passed by attempt in 2011/12.
","## Summary

The number of car hazard perception tests conducted and passed by attempt in 2011/12.

## Download FOI response

  * [The number of car hazard perception tests conducted and passed by attempt in 2011/12. (PDF, 16K)](http://assets.dft.gov.uk/foi/dsa-ia0034312/dsa-ia0034312a.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 17 October 2012, ia0034312,http://assets.dft.gov.uk/foi/dsa-ia0034312/dsa-ia0034312a.pdf,"The number of car hazard perception tests conducted and passed by attempt in 2011/12. (PDF, 16K)",,,,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",117
http://www.dft.gov.uk/foi/dsa-ia003541,FOI,Driving tests cancelled due to industrial action,"The number of practical tests that were cancelled due to the industrial action on 10 May 2012 and how much this has cost the Agency.
","## Summary

The number of practical tests that were cancelled due to the industrial action on 10 May 2012 and how much this has cost the Agency.

## Download FOI response

  * [The number of practical tests that were cancelled due to the industrial action on 10 May 2012 and how much this has cost the Agency. (PDF, 12K)](http://assets.dft.gov.uk/foi/dsa-ia0035412/dsa-ia0035412a.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 17 October 2012, ia0035412,http://assets.dft.gov.uk/foi/dsa-ia0035412/dsa-ia0035412a.pdf,"The number of practical tests that were cancelled due to the industrial action on 10 May 2012 and how much this has cost the Agency. (PDF, 12K)",,,,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",118
http://www.dft.gov.uk/foi/dsa-ia003581,FOI,Compulsory basic training and direct access scheme assessment guidance,"Compulsory basic training (CBT) and direct access scheme (DAS) assessment guidance.
","## Summary

Compulsory basic training (CBT) and direct access scheme (DAS) assessment guidance.

## Download FOI response

  * [Compulsory basic training (CBT) and direct access scheme (DAS) assessment guidance. (PDF, 17K)](http://assets.dft.gov.uk/foi/dsa-ia0035812/dsa-ia0035812a.pdf)
  * [Freedom of Information Act - section 21 (PDF, 11K)](http://assets.dft.gov.uk/foi/dsa-ia0035812/dsa-ia0035812b.pdf)
  * [CBT and DAS assessment for motorcycle instructors information pack. (PDF, 106K)](http://assets.dft.gov.uk/foi/dsa-ia0035812/dsa-ia0035812c.pdf)
  * [Daily progress reports. (PDF, 55K)](http://assets.dft.gov.uk/foi/dsa-ia0035812/dsa-ia0035812d.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 17 October 2012, ia0035812,http://assets.dft.gov.uk/foi/dsa-ia0035812/dsa-ia0035812a.pdf,"Compulsory basic training (CBT) and direct access scheme (DAS) assessment guidance. (PDF, 17K)",http://assets.dft.gov.uk/foi/dsa-ia0035812/dsa-ia0035812b.pdf,"Freedom of Information Act – section 21 (PDF, 11K)",http://assets.dft.gov.uk/foi/dsa-ia0035812/dsa-ia0035812c.pdf,"CBT and DAS assessment for motorcycle instructors information pack. (PDF, 106K)",http://assets.dft.gov.uk/foi/dsa-ia0035812/dsa-ia0035812d.pdf,"Daily progress reports. (PDF, 55K)",,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",119
http://www.dft.gov.uk/foi/dsa-ia0036712,FOI,The line management chain for driving examiners,The line management chain for driving examiners,"## Summary

Could you please provide me with the staffing, line manager and reporting structures currently in place at Farnborough Test Centre?

## Download FOI response

  * [Details of the examiner line management chain (PDF, 38K)](http://assets.dft.gov.uk/foi/dsa-ia0036712/dsa-ia0036712a.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 18 October 2012, ia0036712,http://assets.dft.gov.uk/foi/dsa-ia0036712/dsa-ia0036712a.pdf,"Details of the examiner line management chain (PDF, 38K)",,,,,,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",120
http://www.dft.gov.uk/foi/dsa-ia003681,FOI,Theory tests conducted with a voiceover or translator,The number of theory tests conducted with a voiceover or translator in 2009/10 and 2010/11,"## Summary

The number of theory tests conducted with a voiceover or translator in 2009/10 and 2010/11 with a breakdown of the language used for the car, bike, lorry and bus theory tests

## Download FOI response

  * [Questions and answers about the number of theory tests conducted with a voiceover or translator (PDF, 17K)](http://assets.dft.gov.uk/foi/dsa-ia0036812/dsa-ia0036812a.pdf)
  * [Table showing the number of voiceovers (PDF, 10K)](http://assets.dft.gov.uk/foi/dsa-ia0036812/dsa-ia0036812b.pdf)
  * [Table showing the number of translators (PDF, 10K)](http://assets.dft.gov.uk/foi/dsa-ia0036812/dsa-ia0036812c.pdf)

## Help downloading or accessing files

  * See [help with downloads](/site/help/downloads)
  * Email the [DSA FOI Manager](mailto:foi@dsa.gsi.gov.uk) for an alternative format
", 18 October 2012, ia0036812,http://assets.dft.gov.uk/foi/dsa-ia0036812/dsa-ia0036812a.pdf,"Questions and answers about the number of theory tests conducted with a voiceover or translator (PDF, 17K)",http://assets.dft.gov.uk/foi/dsa-ia0036812/dsa-ia0036812b.pdf,"Table showing the number of voiceovers (PDF, 10K)",http://assets.dft.gov.uk/foi/dsa-ia0036812/dsa-ia0036812c.pdf,"Table showing the number of translators (PDF, 10K)",,,,,,,,,,,,,Driving Standards Agency,"### DSA FOI team

Driving Standards Agency  
The Axis Building  
112 Upper Parliament Street  
Nottingham, NG1 6LP

[Contact us](mailto:foi@dsa.gsi.gov.uk)
",121
