link,title,body,images_0_url,images_0_alt,images_1_url,images_1_alt,images_2_url,images_2_alt,images_3_url,images_3_alt,images_4_url,images_4_alt,images_5_url,images_5_alt,images_6_url,images_6_alt,published
http://www.communities.gov.uk/newsstories/corporate/2121304,Downing Street launch for Troubled Families Scheme,"Local authority leaders and frontline community workers were this week invited to a reception in Downing Street to mark the start of the Government's groundbreaking initiative to turn around the lives of troubled families.![David Cameron meets with local authority leaders and community workers at a reception at No10 to mark the start of troubled families initiative.](http://www.communities.gov.uk/images/newsroom/2121407)

David Cameron was in attendance along with Cabinet ministers including Communities and Local Government Secretary Eric Pickles, Work and Pensions Secretary Iain Duncan Smith and Home Secretary Theresa May, as well as Head of Troubled Families Policy Louise Casey.

Welcoming guests to Number 10 the Prime Minister expressed his ""passion"" for the project which is turning around the lives of the 120,000 most challenging families in England in the next three years.

The reception came on the day that the Department for Communities and Local Government launched its unique payment by results programme that will reward upper tier local authorities with up to £4,000 per family if they get children off the streets and into school; reduce youth crime and antisocial behaviour; and put parents on a path back to work.![David Cameron meets with local authority leaders and community workers at a reception at No10 to mark the start of troubled families initiative.](http://www.communities.gov.uk/images/newsroom/2121413)

The 10 authorities with the largest amount of troubled families, amounting to a fifth of those that are being targeted, are all signed up to the £448 million scheme and ready to begin work in the new financial year with many more expected in the coming months. All 152 top-tier council chief executives were invited to the event along with new Troubled Families Co-ordinators and frontline workers from the public and voluntary sectors.

The Prime Minister told guests that:

> ""It's great to have so many people here from local government and so many people from different organisations and institutes that care about families. Today we're celebrating a step forward in the programme of trying to deal with the most troubled families, and that is producing the payment by results model to make money available for local authorities.
> 
> ""We all know there are some deeply troubled families in our country who are responsible for a huge amount of social problems, for themselves but also for the wider community - the children aren't going to school, the parents aren't in work, they are responsible for a huge amount of crime and antisocial behaviour, and they are deeply, deeply chaotic.
> 
> ""I am very proud of the fact that this Government has decided to roll up its sleeves and really try and deal with these problems, it's a hugely important area of work.""

Also speaking at the event, Communities Secretary Eric Pickles added that:

> ""We've brought the Government together, but the most important thing is this: that we all in this room - whether you're a politician, a chief executive, somebody from a charity - we have a real chance of turning these lives around.
> 
> ""We talk about the money its costing, but it is a human waste. People on a system that's leading nowhere, and we've got a chance to make a difference, and I am very much looking forward to working with all of you in the months to come.""

More on the Government's Troubled Families project is available here: [www.communities.gov.uk/news/newsroom/2118082](http://www.communities.gov.uk/news/newsroom/2118082).

### Images

![http://www.communities.gov.uk/images/newsroom/2052185?view=Standard](http://www.communities.gov.uk/images/newsroom/2052185?view=Standard)
",http://www.communities.gov.uk/images/newsroom/2121407,David Cameron meets with local authority leaders and community workers at a reception at No10 to mark the start of troubled families initiative.,http://www.communities.gov.uk/images/newsroom/2121413,David Cameron meets with local authority leaders and community workers at a reception at No10 to mark the start of troubled families initiative.,http://www.communities.gov.uk/images/newsroom/2052185?view=Standard,http://www.communities.gov.uk/images/newsroom/2052185?view=Standard,,,,,,,,,30 March 2012
http://www.communities.gov.uk/newsstories/corporate/2141959,Minister experiences the skills and jobs legacy that will benefit Stratford,"Local Government Minister Bob Neill saw first hand how a specialist training centre that has helped more than 3,000 people into work, continues to provide opportunities for local people.

The Skills Place Newham based at Westfield Stratford City is a one-stop shop that provides pre and post-employment training in industries such as retail, hospitality and leisure. Mr Neill met some of the local residents benefiting from the training programs and spoke with the staff working to help them move into employment.

The Skills Place Newham focuses on the core skills needed within specific industries and responds to the needs of employers. The courses are designed to help people to build their skills towards finding sustainable employment. It offers advice, career development, apprenticeships and employment that will help ensure a lasting legacy for the local community after the Olympic Games.

In the last year more than 5,000 local residents have received training from Newham and the Skills Place, of which more than 3,000 have subsequently been employed in Westfield Stratford City.

Local Government Minister Bob Neill said:

> ""Skills Place is doing a fantastic job in helping local people gain meaningful employment. The people I have met are a real testament to how the Olympic Games and the subsequent regeneration, is providing opportunities for the people of Newham which will last long after the Games have finished.""

John Burton, Director, Westfield Stratford City, said:

> ""The Skills Place Newham demonstrates how working in partnership and sharing a commitment to create genuine social change can achieve tangible results for the local community. With more than 3,000 local people employed at Westfield Stratford City via the facilities provided at the Skills Place Newham, we are pleased that the Minister chose to visit Westfield Stratford City to see what can be achieved when big business takes its community responsibility seriously.""

The Skills Place Newham is a joint initiative run by employment and training provider Seetec in partnership with Westfield Stratford City and Newham Workplace. Bob Neill visited on Tuesday, 8 May 2012.

### Images

![http://www.communities.gov.uk/images/newsroom/1621296.jpg?view=Standard](http://www.communities.gov.uk/images/newsroom/1621296.jpg?view=Standard)
",http://www.communities.gov.uk/images/newsroom/1621296.jpg?view=Standard,http://www.communities.gov.uk/images/newsroom/1621296.jpg?view=Standard,,,,,,,,,,,,,9 May 2012
http://www.communities.gov.uk/newsstories/fire/1983349,The riots one month on: the good work must continue,"This week marks one month since the worst of the rioting hit the streets of some of our biggest cities. Since then, councils have been pulling out all the stops to get affected areas back to normal, local businesses back up and running, and those forced to move out of their homes back into safe and stable accommodation.

Within days of the riots taking place, the Government launched a multi million pound package of support to overcome the immediate recovery issues that communities and businesses were facing and to help them get back on their feet. The latest figures show that 30 local authorities are making use of the funds to support the small traders, businesses and families in their area that were directly affected by the riots.

The money has been used for a wide range of support measures - from helping small businesses with upfront costs like insurance excesses, building repairs, and carrying out safety checks, to reducing business rates and encouraging customers back into affected areas. It has also been used to meet the immediate costs of emergency accommodation for families who have been made homeless and offer council tax discounts or relief to those whose homes have been damaged but are still habitable.

Local authorities played a key role in the immediate recovery operation and continue to lead the way by administering the support schemes, which are delivering tangible results and making a real difference to communities:

  * [Croydon Council](http://www.croydon.gov.uk/advice/emergencies/civil-unrest/latest-information) (external link) has opened a temporary 'one stop shop' to provide people affected by the civil unrest with immediate advice and support on everything from insurance claims to housing and emergency benefits. A £100,000 'Family Support Fund' has also been made available to families directly affected to cover short-term costs and bring about a sense of normality - for example using the money to buy school uniforms for the new school year, or to meet higher rental costs of temporary accommodation.
  * [Manchester City Council](http://www.manchester.gov.uk/news/article/6047/council_announces_support_package_for_riot-hit_businesses) (external link) has reduced business rates to businesses in the city and made grants of up to £2,500 and loans available to those who took a direct hit from the riots. The city also launched the [I Love MCR campaign](http://www.manchester.gov.uk/info/100009/events_leisure_and_tourism/5228/i_love_mcr) (external link) to demonstrate pride in the city and encourage people back to shop, eat, drink and socialise in the city.
  * [Ealing Council](http://www.ealing.gov.uk/homepage/64/riot_recovery) (external link) has a £250,000 fund to help independent traders that suffered damage from vandals and looters, helping them pay for things like new glazing and building repairs. The council has also offered interest free repayable grants to the worst affected small traders, which are likely to have to remain closed for up to six months.
  * [Lambeth Council](http://www.lambeth.gov.uk/News/2011/220811LambethBusinessCommunitiesWorkingTogether.htm) (external link) has been holding 'drop in' surgeries for businesses to learn more about the recovery support available, how to apply for funds to tide them over while they get back on their feet again, and get help filling out compensation forms.

The support packages were part of concerted, cross-Government action to help rebuild communities, open up shops and buildings which were damaged, make sure people who lost their homes were re-housed, and to help councils get their areas back to normal as quickly as possible. The measures announced included:

  * a £10million Recovery Scheme which was put in place to help councils with the immediate costs of making their areas safe, clear and clean again, and to enable them to provide council tax discounts to affected residents.
  * a £20million High Street Support Scheme to support Small and Medium sized business affected by the disturbances by providing business rate hardship relief, rebuilding confidence and helping affected businesses get back up and running.
  * a £1million Homelessness Support Scheme which met the immediate costs of re-housing those made homeless by the disturbances with a maximum payment threshold of up to £5,000 per household, with discretion applied for exceptional costs.
  * a £20million London Enterprise Fund to kick-start economic growth and regeneration mainly in Tottenham and Croydon, to be administered by the Mayor of London alongside his £50million recovery fund.

The measures came on top of support for individual homeowners and businesses under the Riot (Damages) Act and local authorities under the Bellwin Scheme, and a £3million 'High Street Fund' set up with contributions from the Mayor, leading UK companies and local authorities to offer initial recovery grants to small businesses.

This week, the Secretary of State is meeting with the leaders of those local authorities affected by the riots to discuss how to restore commercial and community confidence in affected areas, and any difficulties they are facing in recovering from the disturbances or any barriers that need addressing.

And whilst areas are given time to recover and return to normality, they have pledged to continue to work closely with councils and provide support at a national level to ensure that every business forced to close, and every family forced to move, are helped back into their community as quickly as possible.

### Images

![http://www.communities.gov.uk/images/newsroom/1964653.jpg?view=Standard](http://www.communities.gov.uk/images/newsroom/1964653.jpg?view=Standard)
",http://www.communities.gov.uk/images/newsroom/1964653.jpg?view=Standard,http://www.communities.gov.uk/images/newsroom/1964653.jpg?view=Standard,,,,,,,,,,,,,7 September 2011
http://www.communities.gov.uk/newsstories/fire/2015888,British summer time comes to an end this weekend. Make sure you don't.,"Getting you to test your smoke alarm at the same time as you change your clocks back is the aim of the new [radio ad](http://www.communities.gov.uk/multimedia/newsroom/2009563) that is going out on local radio this week.![Fire Kills press advert](http://www.communities.gov.uk/images/newsroom/2015860)

The advertisement is being played on commercial stations across England with supporting print advertisements appearing in newspapers during the run up to 30 October 2011 when British Summer Time officially ends.

The 30 second radio ad, the video and newspaper advert are available on the new Fire Kills Facebook page. You can become a fan of the Fire Kills at [www.facebook.com/firekills](https://www.facebook.com/firekills) (external link) where you can find out more about the campaign and its aims.

### Images

![http://www.communities.gov.uk/images/newsroom/2011596.jpg?view=Standard](http://www.communities.gov.uk/images/newsroom/2011596.jpg?view=Standard)
",http://www.communities.gov.uk/images/newsroom/2015860,Fire Kills press advert,http://www.communities.gov.uk/images/newsroom/2011596.jpg?view=Standard,http://www.communities.gov.uk/images/newsroom/2011596.jpg?view=Standard,,,,,,,,,,,25 October 2011
http://www.communities.gov.uk/newsstories/housing/15877041,Grant Shapps welcomes good news on housing market,"Housing minister Grant Shapps has welcomed a new report from an independent industry body showing that the abolition of Home Information Packs is giving a boost to the house market.![House covered in red tape](http://www.communities.gov.uk/images/newsroom/1611557.jpg)

The report from the Royal Institution of Chartered Surveyors says:

> ""Government announcements are already showing signs of impacting on the market. Surveyors report that the decision to abolish HIPs has pushed more supply onto the market. This trend is likely to continue in the near term.""

Grant Shapps said:

> ""The new Government is getting our economy moving. By acting quickly to cut the red tape of Home Information Packs, we've provided a helping hand to get the housing market off its feet. It's just got hundreds of pounds cheaper to put up a 'for sale' sign. This is a great time to put your home on the market if you're considering moving.""

Ian Perry, RICS spokesperson, said:

> ""Surveyors are generally confident that sales will continue to pick up over the summer months. The increase in supply as a result of the abolition of HIPs is helping to support this optimism despite continuing concerns about mortgage finance. A higher level of instructions should meanwhile also lead to a flatter trend in house prices in the latter part of the year.""

Read the full report available from the link on the right.

### Images

![http://www.communities.gov.uk/images/newsroom/1569201.jpg?view=Standard](http://www.communities.gov.uk/images/newsroom/1569201.jpg?view=Standard)
",http://www.communities.gov.uk/images/newsroom/1611557.jpg,House covered in red tape,http://www.communities.gov.uk/images/newsroom/1569201.jpg?view=Standard,http://www.communities.gov.uk/images/newsroom/1569201.jpg?view=Standard,,,,,,,,,,,15 June 2010
http://www.communities.gov.uk/newsstories/housing/160262311,New study shows support for new homes,"The British public are far more supportive of new housing developments in their area than commonly thought, according to a new study published today.

Today's _Public Attitudes to Housing_ survey, published by the National Housing and Planning Advisory Unit (NHPAU), finds that more than three quarters of people would support more homes being built in their area, provided that local services such as GP surgeries and schools do not suffer.

Good quality housing design is also important to people with 73 per cent saying they would support the building of more homes if well designed and in keeping with their local area.

Speaking to the Royal Institution of Chartered Surveyors (RICS) earlier this week, Housing Minister Grant Shapps outlined his plans to introduce incentives for local communities to give the green light to new developments, while at the same time ensuring local services are able to meet the community's needs.

He said:

> ""If we are really serious about supporting people's aspirations for home ownership, the real prize is we must build more homes. For the first time incentives will create direct benefits for local communities, bringing jobs, investment and more homes for local people.
> 
> ""Rather than being told what to build and where, residents of villages, towns and cities will be able to develop their own vision for their place.""

Today's NHPAU survey also shows that while the vast majority of people aspire to own their own homes, their efforts are still being hampered by the economic downturn. While 82 per cent see home ownership as preferable to renting and other forms of tenure, three quarters of 25-34 year olds who do not own a home and expect to rent for the next three years, want to buy but cannot afford to do so.

In his speech to RICS, Mr Shapps heralded the return of an Age of Aspiration for new homeowners, and committed the Coalition Government's support for those struggling to get their first foothold on the housing ladder.

He said:

> ""I believe that it is human nature to aspire to shelter and security - and for the many that means owning the roof over your own head.
> 
> ""And I don't consider it my job as Housing Minister to hold those aspirations back.
> 
> ""With a new Government and despite the enormous financial difficulties the country faces, I want to state clearly today:
> 
> ""The Age of Aspiration is back.""

### Images

![http://www.communities.gov.uk/images/newsroom/1575860.jpg?view=Standard](http://www.communities.gov.uk/images/newsroom/1575860.jpg?view=Standard)
",http://www.communities.gov.uk/images/newsroom/1575860.jpg?view=Standard,http://www.communities.gov.uk/images/newsroom/1575860.jpg?view=Standard,,,,,,,,,,,,,11 June 2010
http://www.communities.gov.uk/newsstories/housing/1605006,Housing Minister Grant Shapps urges housing association executives to commit to pay transparency,"Housing Minister Grant Shapps is urging housing association executives to commit to the same pay transparency as other senior executives whose salaries are paid for by the public purse.

Mr Shapps, commenting on figures that show some housing association executives are paid more than the Prime Minister, said:

> ""This government will champion a new era of transparency by shining a bright light on how hard earned taxpayers' cash is being spent. I can see no reason why housing charities who themselves receive public funds should be exempt from this important process.
> 
> ""There is a clear public interest in the creation of a new 'right to data' ensuring that all types of information are routinely published; including the salaries of those earning higher salaries. We are keen to encourage all organisations who receive public money to sign up to the same principles of transparency in order that the taxpayer can see where their money is being spent.""

The Cabinet Office has published the salaries of the highest earning senior civil servants.

### Images

![http://www.communities.gov.uk/images/newsroom/1616982.jpg?view=Standard](http://www.communities.gov.uk/images/newsroom/1616982.jpg?view=Standard)
",http://www.communities.gov.uk/images/newsroom/1616982.jpg?view=Standard,http://www.communities.gov.uk/images/newsroom/1616982.jpg?view=Standard,,,,,,,,,,,,,2 June 2010
http://www.communities.gov.uk/newsstories/housing/1644034,Money saving expert backs Government support for struggling homeowners,"Housing Minister Grant Shapps welcomed the support of Martin Lewis, creator of Moneysavingexpert.com, as part of ongoing efforts to encourage more struggling homeowners to seek early help and advice with their mortgage worries.

It comes as the Minister outlines the findings of his review of Communities and Local Government schemes providing support to homeowners at risk of repossession.

The Council for Mortgage Lenders has forecast that there will be 53,000 repossessions in 2010. With this in mind, Mr Shapps has decided to refocus the Mortgage Rescue Scheme so it benefits homeowners in need while providing value for money for taxpayers, with a reduction in the grant rate paid to Housing Associations and tighter caps on property price and repair costs.

Using their knowledge of the needs of their communities, councils will help to deliver the scheme alongside their local housing associations to ensure that the scheme is targeted at homeowners who are most likely to benefit from it. The longer term role for the Mortgage Rescue Scheme will be considered through the Spending Review.

### Video

![embed: ](http://www.youtube.com/v/wx0a01fP-0Q&hl=en_GB&fs=1)

_A transcript is available to download below._

### Homeowner Mortgage Support

Launched in April 2009, the Homeowners Mortgage Support Scheme has only helped 34 people although research to be published shortly shows that it has had a positive impact on lender forbearance practice and mortgage arrears management.

Because of low administrative costs, the Minister has decided that the Support Scheme will remain as a backstop that maybe needed if interest rates rise. It will close as planned at the end of the financial year.

Mr Shapps is also stepping up work with partner organisations, such as [Shelter](http://www.shelter.org.uk) and [Citizens Advice](http://www.citizensadvice.org.uk/) (external links), to promote the help available to struggling homeowners.

But the Minister believes the most effective thing the Government is doing to help homeowners is tackling the record deficit and preventing the need for rapid increases in interest rates.

Grant Shapps said:

> ""The most effective thing the Government can do for homeowners is to tackle the record deficit and avoid the need for rapid increases in interest rates. But there must still be effective help on hand for those struggling to pay their mortgages.
> 
> ""So today I can confirm that the Mortgage Rescue Scheme and Homeowners Mortgage Support Scheme remain available as a last resort to homeowners facing the real threat of repossession.
> 
> ""But the most effective thing anyone with money worries can do is to not bury their heads in the sand, seek early advice and speak to their lender to avoid losing their home. I would urge people to visit [www.direct.gov.uk/mortgagehelp](http://www.direct.gov.uk/mortgagehelp) (external link), or contact organisations like Citizens Advice for free advice on taking control of their finances.""

Independent money saving expert Martin Lewis said:

> ""Mortgage repossession's a catastrophic threat for struggling families, and anything that's done to help them ride it out is crucial. The most important rule is get help as soon as possible - fighting repossession when they're coming for your house is too late, instead act as soon as you spot the potential for trouble and possible arrears.
> 
> ""The help at hand means some who qualify will have their mortgage interest paid for them, others will be allowed to postpone paying both through official government scheme and improved lender leniency and a few may have their house part bought.
> 
> ""So the golden rule is if you're in trouble speak to your lender asap and a non profit agency like [Citizens Advice](http://www.citizensadvice.org.uk/) or [National Debtline](http://www.nationaldebtline.co.uk/) for help plus visit Money Saving Expert and DirectGov and you may find its easier to start sleeping at night.""

### Help and advice for struggling homeowners

Anyone with mortgage worries can go to [www.direct.gov.uk/mortgagehelp](http://www.direct.gov.uk/mortgagehelp) where they can get impartial advice, find out the steps they can take to keep their home and prepare an action plan to tackle their own finances. Free debt advice is also available from organisations including [Citizens Advice](http://www.citizensadvice.org.uk/), [Shelter](http://www.shelter.org.uk) and [National Debtline](http://www.nationaldebtline.co.uk/) (external links).

The Financial Services Authority has also recently introduced tough new rules on lenders so repossession remains the last resort, and so those in arrears who have come to an agreement on repayment are treated fairly.

### Images

![http://www.communities.gov.uk/images/newsroom/1631812.jpg?view=Standard](http://www.communities.gov.uk/images/newsroom/1631812.jpg?view=Standard)

  * [Support for struggling homeowners video transcript](http://www.communities.gov.uk/documents/newsroom/word/1644986.doc)

MS Word, 23 kb
  *[ kb]: Kilobytes
  *[MS Word]: Microsoft Word
",http://www.communities.gov.uk/images/newsroom/1631812.jpg?view=Standard,http://www.communities.gov.uk/images/newsroom/1631812.jpg?view=Standard,,,,,,,,,,,,,20 July 2010
http://www.communities.gov.uk/newsstories/housing/1719692,"Bob Neill confirms new jobs, homes and a new town centre","Thousands of new jobs and new homes are expected to accompany a new £600 million town centre for Canning Town in the Thames Gateway, announced Minister for Thames Gateway Bob Neill.

Bob Neill releasing reptiles at West Canvey Marsh![Bob Neill holding a slow worm](http://www.communities.gov.uk/images/newsroom/1721047.jpg)(Credit: Nick Strugnell)

Bob Neill's first visit to the Thames Gateway as a Minister coincided with the announcement that Morrisons would be the new retail partner for the £600 million scheme, which is expected to create 3,500 jobs and 10,000 new homes.

The Minister praised the innovative use of public land ahead of building work. Local people are being given the chance to use and enjoy interim community allotments on what would have been a vacant site until development starts.

At DP World, the new port and logistics park at London Gateway in South Essex, Mr Neill helped name the new Stanford Wharf Nature Reserve. The wildlife habitat is 30 times the size of Trafalgar Square and already home to over 200,000 animals relocated as part of the construction process.

The Minister also helped capture several slow worms at the construction site for the new port before travelling to the RSPB's West Canvey Marsh to release the reptiles safely back into the wild.

Bob Neill said:

> ""I am extremely pleased to be in the Thames Gateway for the first time as a minister and to see for myself the scope and the scale of its transformation.
> 
> ""It's taken a lot of hard work and co-operation to get here and the Thames Gateway is taking shape, changing the landscape in many ways. World class trading facilities, new jobs and training opportunities are being created side by side with wildlife habitats, valuable green spaces and homes for the local community.
> 
> ""The Government is committed to the Thames Gateway, and to helping its people have a say in its future by stepping back and giving decision making power back to councils and the Mayor of London. We will still be there when needed - but we're putting the Thames Gateway back into local hands.""

### Images

![http://www.communities.gov.uk/images/newsroom/1719741.jpg?view=Standard](http://www.communities.gov.uk/images/newsroom/1719741.jpg?view=Standard)

![embed: ](http://www.flickr.com/apps/slideshow/show.swf?v=71649)

All images are available from the [CLG Flickr channel](http://www.flickr.com/photos/communitiesuk/sets/72157624870823597/) (external link).
",http://www.communities.gov.uk/images/newsroom/1721047.jpg,Bob Neill holding a slow worm,http://www.communities.gov.uk/images/newsroom/1719741.jpg?view=Standard,http://www.communities.gov.uk/images/newsroom/1719741.jpg?view=Standard,,,,,,,,,,,20 September 2010
http://www.communities.gov.uk/newsstories/housing/1872034,Planning and the Budget,"The Budget and Growth Review update sets out ambitious proposals to ensure the planning system does everything possible to support economic growth and sustainable development. 

You can read more about how the planning system is changing here; [http://www.communities.gov.uk/documents/newsroom/word/1871051.doc](http://www.communities.gov.uk/documents/newsroom/word/1871051.doc).

### Images

![http://www.communities.gov.uk/images/newsroom/1604317.jpg?view=Standard](http://www.communities.gov.uk/images/newsroom/1604317.jpg?view=Standard)
",http://www.communities.gov.uk/images/newsroom/1604317.jpg?view=Standard,http://www.communities.gov.uk/images/newsroom/1604317.jpg?view=Standard,,,,,,,,,,,,,24 March 2011
http://www.communities.gov.uk/newsstories/housing/1896913,Government to fund housing advice service for older people,"Making decisions to move home or change utility provider can be hard work and for some older people it can simply be too much. The different processes, prices, range of suppliers, can be daunting when on your own, have not done it for years, or on a limited income, so that not making expensive mistakes is even more important.

The place to get assistance may be FirstStop.

FirstStop is a free, independent, information and advice service for older people, their families and carers, and aims to help older people make informed decisions about their housing options and support, and to help them maintain independent living in later life. The service is provided through a dedicated telephone line and website. After two years of operation FirstStop is delivering information to increasing numbers - currently 130,000 in a year - of older people and families.

As part of the Coalition Government's commitment to help protect older and vulnerable people, the Department for Communities and Local Government has today confirmed funding of £1.5m over two years in 2011-12 and 2012-13 for FirstStop.

Announcing funding for First Stop, Communities Minister Bob Neill said:

> ""As we all get older, we still want to retain our independence and our home and it is one of the Coalition Government's aims to enable people to do this.
> 
> ""But we all know that housing choices in later life are often complex and so the Government is helping by supporting the provision of information and advice from those best able to provide it. That is why today I am announcing the £1.5m funding for First Stop.""

One of the people whom First Stop has helped is Stourport resident Susan Albert.

Living in a crumbling home was the situation of 64 year-old Susan Albert in Stourport. She had no working cooking or bathing facilities and only one coal fire providing the heat. Mrs Albert had lived there for 30 years, but was now sleeping on the sofa downstairs and eating all her meals at the local cafe, or relying on cuppa-soups. Widowed a year earlier, and not in good health, she was now on her own as her two children had long ago moved away from the area and were not able to help her.

![Susan Albert](http://www.communities.gov.uk/images/newsroom/1896944)

Fortunately a friend thinking that a home improvement loan might help approached the local Care and Repair Agency, who put her in touch with First Stop.

FirstStop Advice worker Elisa Steery* set up a meeting with Susan Albert at the local cafe, and they talked about what Susan would really like to do about her home and started to explore her options. Mrs Albert explained that she would prefer to downsize to live in a more manageable modernised property. Coping with the building works that her home clearly needed would be hard for her to do.

Elisa helped her to organise a survey on her home, which revealed that it failed on all four counts of the Decent Homes Standard. As a result Mrs Albert joined the local choice-based lettings scheme in a priority band.

Working with the local housing association, Elisa helped Mrs Albert bid for ground floor flats in the area as they became available. Elisa also turned ""Sherlock Holmes"" to find the deeds to the family home, and then helped get it to auction via a local estate agent. Once Mrs Albert's old property has been sold at auction, Elisa will organise for a FirstStop financial adviser to visit to discuss the best options for investing her capital.

Mrs Albert has now moved to a ground floor apartment with a level access shower, in a good location with easy access to shops and a GP surgery. Elisa has ensured that Susan Albert is getting all the social support benefits to which she is entitled and helped her to organise changes of address and swap accounts for gas and electric.

![Susan Albert](http://www.communities.gov.uk/images/newsroom/1897508)

Using the Government funds FirstStop will develop sustainable revenue streams and achieve independence from public funding. It will continue to develop partnerships with local authorities, charities and home improvement agencies, to offer an integrated casework service 'support to move' (often called downsizing) service to more vulnerable clients, and to provide a phone support service for clients who can be helped without this more intensive face-to-face support. It will also continue to train housing and other professionals to offer integrated housing, care and finance advice to older people, their families and carers; and to develop peer-to-peer advice skills among older volunteers through, for examples, partnerships with local older people's forums.

FirstStop's advice line: 0800 377 7070  
FirstStop's website: [www.firststopadvice.org.uk  
](http://www.firststopcareadvice.org.uk)   
*Names have been changed to protect the vulnerable

### Images

![http://www.communities.gov.uk/images/newsroom/1821616.jpg?view=Standard](http://www.communities.gov.uk/images/newsroom/1821616.jpg?view=Standard)
",http://www.communities.gov.uk/images/newsroom/1896944,Susan Albert,http://www.communities.gov.uk/images/newsroom/1897508,Susan Albert,http://www.communities.gov.uk/images/newsroom/1821616.jpg?view=Standard,http://www.communities.gov.uk/images/newsroom/1821616.jpg?view=Standard,,,,,,,,,9 May 2011
http://www.communities.gov.uk/newsstories/housing/200346811,HomeSwap Direct offers fresh opportunities for social tenants,"The Government's new national _'HomeSwap Direct'_ scheme will make it easier for tenants living in a council or housing association home to find a new property in another part of the country.

_ ![Image: aerial view of houses](http://www.communities.gov.uk/images/newsroom/1617201.jpg)HomeSwap Direct_ will mean that for the first time there will be a system in place across the whole of the UK, meaning that tenants looking to move, whether for a job, to be near family or to a property better suited to their needs, will be able to see all the available homes across the whole of the UK, not just those on the website subscribed to by their current landlord.

Some councils such as Kettering already run localised schemes but _Homeswap Direct_ will link them all together across England, Scotland, Northern Ireland and Wales.

One couple used Homeswapper to find a home closer to the family, who had relocated across the country, meaning a 250 mile round trip every few weeks to see them.

They said:

> ""It took us less than three months to find our perfect home swap. We could have moved sooner but we wanted to make sure the house was perfect as we knew once we had moved closer to the children we would settle there.
> 
> ""Our new home is very similar our old bungalow, which we loved, but has a very important added benefit; our family are now just around the corner. Without HomeSwapper it could have taken years for us to have been moved nearer to our family. It's easy and simple and we'd recommend it to anyone looking to move.""

### Contact details

Abritas  
Stephen Oliver, Managing Director,  
Tel: 0118 925 5823  
[www.abritas.co.uk](http://www.abritas.co.uk/) (external link)

Locata Housing Services  
Peter Riley, Director  
Tel: 07545 696362  
[www.lhs-uk.com (external link)](http://www.lhs-uk.com/)

Homeswapper  
John Carthew, Managing Director, Housing Partners Limited  
Tel: 0780 114 2971 or 01905 361 504  
[www.homeswapper.co.uk](http://www.homeswapper.co.uk/) (external link)

House Exchange  
Kim Doran  
House Exchange Manager  
01603 703 516  
[www.houseexchange.org.uk](http://www.houseexchange.org.uk/) (external link)

### Images

![http://www.communities.gov.uk/images/newsroom/1569201.jpg?view=Standard](http://www.communities.gov.uk/images/newsroom/1569201.jpg?view=Standard)
",http://www.communities.gov.uk/images/newsroom/1617201.jpg,Image: aerial view of houses,http://www.communities.gov.uk/images/newsroom/1569201.jpg?view=Standard,http://www.communities.gov.uk/images/newsroom/1569201.jpg?view=Standard,,,,,,,,,,,27 October 2011
